Utbildning,Arbsektor,Andel,Lön
Biolog,Offentlig,"1,709819248",44000-44999
Biolog,Offentlig,"1,172447484",45000-45999
Biolog,Offentlig,"1,270151441",46000-46999
Biolog,Offentlig,"0,781631656",47000-47999
Biolog,Offentlig,"0,683927699",48000-48999
Biolog,Offentlig,"0,732779678",49000-49999
Biolog,Offentlig,"0,97703957",50000-50999
Biolog,Offentlig,"0,293111871",51000-51999
Biolog,Offentlig,"0,293111871",52000-52999
Biolog,Offentlig,"0,195407914",53000-53999
Biolog,Offentlig,"0,586223742",54000-54999
Biolog,Offentlig,"0,34196385",55000-55999
Biolog,Offentlig,"0,34196385",56000-56999
Biolog,Offentlig,"0,244259893",57000-57999
Biolog,Offentlig,"3,126526624",>=58000
