Utbildning,Arbsektor,Andel,Lön
Farmaceut,Privat,"0,866269626",51000-51999
Farmaceut,Privat,"0,595560368",52000-52999
Farmaceut,Privat,"0,64970222",53000-53999
Farmaceut,Privat,"0,487276665",54000-54999
Farmaceut,Privat,"0,541418517",55000-55999
Farmaceut,Privat,"0,487276665",56000-56999
Farmaceut,Privat,"0,216567407",57000-57999
Farmaceut,Privat,"0,162425555",58000-58999
Farmaceut,Privat,"0,216567407",59000-59999
Farmaceut,Privat,"0,487276665",60000-60999
Farmaceut,Privat,"0,108283703",61000-61999
Farmaceut,Privat,"0,32485111",62000-62999
Farmaceut,Privat,"0,487276665",63000-63999
Farmaceut,Privat,"0,216567407",64000-64999
Farmaceut,Privat,"0,216567407",65000-65999
Farmaceut,Privat,"0,216567407",66000-66999
Farmaceut,Privat,"0,378992962",67000-67999
Farmaceut,Privat,"0,487276665",69000-69999
Farmaceut,Privat,"0,270709258",70000-70999
Farmaceut,Privat,"0,216567407",71000-71999
Farmaceut,Privat,"0,162425555",72000-72999
Farmaceut,Privat,"0,270709258",73000-73999
Farmaceut,Privat,"0,162425555",74000-74999
Farmaceut,Privat,"0,108283703",75000-75999
Farmaceut,Privat,"3,031943692",>=76000
Farmaceut,Offentlig,"2,955665025",<29000
Farmaceut,Offentlig,"2,216748768",29000-29999
Farmaceut,Offentlig,"2,709359606",30000-30999
Farmaceut,Offentlig,"4,926108374",31000-31999
Farmaceut,Offentlig,"5,172413793",32000-32999
Farmaceut,Offentlig,"5,911330049",33000-33999
Farmaceut,Offentlig,"6,403940887",34000-34999
Farmaceut,Offentlig,"4,679802956",35000-35999
Farmaceut,Offentlig,"5,418719212",36000-36999
Farmaceut,Offentlig,"5,665024631",37000-37999
Farmaceut,Offentlig,"4,433497537",38000-38999
Farmaceut,Offentlig,"5,665024631",39000-39999
Farmaceut,Offentlig,"3,448275862",40000-40999
Farmaceut,Offentlig,"4,679802956",41000-41999
Farmaceut,Offentlig,"4,926108374",42000-42999
Farmaceut,Offentlig,"2,955665025",43000-43999
Farmaceut,Offentlig,"2,463054187",44000-44999
Farmaceut,Offentlig,"2,709359606",45000-45999
Farmaceut,Offentlig,"2,955665025",46000-46999
Farmaceut,Offentlig,"2,463054187",47000-47999
Farmaceut,Offentlig,"2,955665025",48000-48999
Farmaceut,Offentlig,"0,492610837",49000-49999
Farmaceut,Offentlig,"2,216748768",50000-50999
Farmaceut,Offentlig,"0,738916256",51000-51999
Farmaceut,Offentlig,"1,477832512",52000-52999
Farmaceut,Offentlig,"0,985221675",53000-53999
Farmaceut,Offentlig,"1,231527094",54000-54999
Farmaceut,Offentlig,"0,492610837",55000-55999
Farmaceut,Offentlig,"0,492610837",56000-56999
Farmaceut,Offentlig,"0,492610837",57000-57999
Farmaceut,Offentlig,"1,477832512",58000-58999
Farmaceut,Offentlig,"0,246305419",59000-59999
Farmaceut,Offentlig,"0,246305419",60000-60999
Farmaceut,Offentlig,"0,246305419",61000-61999
Farmaceut,Offentlig,"3,448275862",>=62000
Arkitekt,Privat,"2,663185379",<29000
Arkitekt,Privat,"1,253263708",29000-29999
Arkitekt,Privat,"5,117493473",30000-30999
Arkitekt,Privat,"4,438642298",31000-31999
Arkitekt,Privat,"5,274151436",32000-32999
Arkitekt,Privat,"4,438642298",33000-33999
Arkitekt,Privat,"4,595300261",34000-34999
Arkitekt,Privat,"5,483028721",35000-35999
Arkitekt,Privat,"4,229765013",36000-36999
Arkitekt,Privat,"5,274151436",37000-37999
Arkitekt,Privat,"6,005221932",38000-38999
Arkitekt,Privat,"4,125326371",39000-39999
Arkitekt,Privat,"5,326370757",40000-40999
Arkitekt,Privat,"3,759791123",41000-41999
Arkitekt,Privat,"4,020887728",42000-42999
Arkitekt,Privat,"3,603133159",43000-43999
Arkitekt,Privat,"2,976501305",44000-44999
Arkitekt,Privat,"4,177545692",45000-45999
Arkitekt,Privat,"2,610966057",46000-46999
Arkitekt,Privat,"3,342036554",47000-47999
Arkitekt,Privat,"2,349869452",48000-48999
Arkitekt,Privat,"1,82767624",49000-49999
Arkitekt,Privat,"2,193211488",50000-50999
Arkitekt,Privat,"1,305483029",51000-51999
Arkitekt,Privat,"1,618798956",52000-52999
Arkitekt,Privat,"0,939947781",53000-53999
Arkitekt,Privat,"0,574412533",54000-54999
Arkitekt,Privat,"0,574412533",55000-55999
Arkitekt,Privat,"0,939947781",56000-56999
Arkitekt,Privat,"0,574412533",57000-57999
Arkitekt,Privat,"0,574412533",58000-58999
Arkitekt,Privat,"0,783289817",59000-59999
Arkitekt,Privat,"3,028720627",>=60000
Arkitekt,Offentlig,"2,010968921",<30000
Arkitekt,Offentlig,"2,010968921",30000-30999
Arkitekt,Offentlig,"2,193784278",31000-31999
Arkitekt,Offentlig,"3,65630713",32000-32999
Arkitekt,Offentlig,"2,925045704",33000-33999
Arkitekt,Offentlig,"4,570383912",34000-34999
Arkitekt,Offentlig,"4,753199269",35000-35999
Arkitekt,Offentlig,"4,387568556",36000-36999
Arkitekt,Offentlig,"5,667276051",37000-37999
Arkitekt,Offentlig,"4,570383912",38000-38999
Arkitekt,Offentlig,"5,850091408",39000-39999
Arkitekt,Offentlig,"5,484460695",40000-40999
Arkitekt,Offentlig,"5,850091408",41000-41999
Arkitekt,Offentlig,"5,118829982",42000-42999
Arkitekt,Offentlig,"2,925045704",43000-43999
Arkitekt,Offentlig,"3,10786106",44000-44999
Arkitekt,Offentlig,"3,839122486",45000-45999
Arkitekt,Offentlig,"2,193784278",46000-46999
Arkitekt,Offentlig,"2,559414991",47000-47999
Arkitekt,Offentlig,"2,925045704",48000-48999
Arkitekt,Offentlig,"1,828153565",49000-49999
Arkitekt,Offentlig,"3,473491773",50000-50999
Arkitekt,Offentlig,"2,010968921",51000-51999
Arkitekt,Offentlig,"1,096892139",52000-52999
Arkitekt,Offentlig,"2,010968921",53000-53999
Arkitekt,Offentlig,"1,279707495",54000-54999
Arkitekt,Offentlig,"2,010968921",55000-55999
Arkitekt,Offentlig,"0,548446069",56000-56999
Arkitekt,Offentlig,"0,548446069",57000-57999
Arkitekt,Offentlig,"0,914076782",58000-58999
Arkitekt,Offentlig,"0,548446069",59000-59999
Arkitekt,Offentlig,"0,731261426",60000-60999
Arkitekt,Offentlig,"0,182815356",61000-61999
Arkitekt,Offentlig,"0,365630713",62000-62999
Arkitekt,Offentlig,"0,914076782",63000-63999
Arkitekt,Offentlig,"0,731261426",65000-65999
Arkitekt,Offentlig,"0,365630713",66000-66999
Arkitekt,Offentlig,"0,182815356",68000-68999
Arkitekt,Offentlig,"0,182815356",69000-69999
Arkitekt,Offentlig,"3,473491773",>=70000
Civilekonom/ekonom,Privat,"2,155771905",<26000
Civilekonom/ekonom,Privat,"0,90403338",26000-26999
Civilekonom/ekonom,Privat,"1,199582754",27000-27999
Civilekonom/ekonom,Privat,"1,41689847",28000-28999
Civilekonom/ekonom,Privat,"1,599443672",29000-29999
Civilekonom/ekonom,Privat,"1,964534075",30000-30999
Civilekonom/ekonom,Privat,"1,695062587",31000-31999
Civilekonom/ekonom,Privat,"1,894993046",32000-32999
Civilekonom/ekonom,Privat,"2,042767733",33000-33999
Civilekonom/ekonom,Privat,"2,034075104",34000-34999
Civilekonom/ekonom,Privat,"2,738178025",35000-35999
Civilekonom/ekonom,Privat,"2,173157163",36000-36999
Civilekonom/ekonom,Privat,"2,486091794",37000-37999
Civilekonom/ekonom,Privat,"2,64255911",38000-38999
Civilekonom/ekonom,Privat,"2,268776078",39000-39999
Civilekonom/ekonom,Privat,"3,138038943",40000-40999
Civilekonom/ekonom,Privat,"2,277468707",41000-41999
Civilekonom/ekonom,Privat,"2,868567455",42000-42999
Civilekonom/ekonom,Privat,"2,494784423",43000-43999
Civilekonom/ekonom,Privat,"2,520862309",44000-44999
Civilekonom/ekonom,Privat,"3,111961057",45000-45999
Civilekonom/ekonom,Privat,"2,503477051",46000-46999
Civilekonom/ekonom,Privat,"2,477399166",47000-47999
Civilekonom/ekonom,Privat,"2,38178025",48000-48999
Civilekonom/ekonom,Privat,"2,016689847",49000-49999
Civilekonom/ekonom,Privat,"2,825104312",50000-50999
Civilekonom/ekonom,Privat,"1,842837274",51000-51999
Civilekonom/ekonom,Privat,"1,955841446",52000-52999
Civilekonom/ekonom,Privat,"1,764603616",53000-53999
Civilekonom/ekonom,Privat,"1,442976356",54000-54999
Civilekonom/ekonom,Privat,"2,207927677",55000-55999
Civilekonom/ekonom,Privat,"1,529902643",56000-56999
Civilekonom/ekonom,Privat,"1,469054242",57000-57999
Civilekonom/ekonom,Privat,"1,338664812",58000-58999
Civilekonom/ekonom,Privat,"1,243045897",59000-59999
Civilekonom/ekonom,Privat,"1,929763561",60000-60999
Civilekonom/ekonom,Privat,"1,199582754",61000-61999
Civilekonom/ekonom,Privat,"1,09527121",62000-62999
Civilekonom/ekonom,Privat,"1,025730181",63000-63999
Civilekonom/ekonom,Privat,"1,103963839",64000-64999
Civilekonom/ekonom,Privat,"1,234353268",65000-65999
Civilekonom/ekonom,Privat,"0,96488178",66000-66999
Civilekonom/ekonom,Privat,"0,782336579",67000-67999
Civilekonom/ekonom,Privat,"0,860570236",68000-68999
Civilekonom/ekonom,Privat,"0,756258693",69000-69999
Civilekonom/ekonom,Privat,"1,312586926",70000-70999
Civilekonom/ekonom,Privat,"0,756258693",71000-71999
Civilekonom/ekonom,Privat,"0,58240612",72000-72999
Civilekonom/ekonom,Privat,"0,634561892",73000-73999
Civilekonom/ekonom,Privat,"0,486787204",74000-74999
Civilekonom/ekonom,Privat,"0,686717663",75000-75999
Civilekonom/ekonom,Privat,"0,521557719",76000-76999
Civilekonom/ekonom,Privat,"0,460709318",77000-77999
Civilekonom/ekonom,Privat,"0,547635605",78000-78999
Civilekonom/ekonom,Privat,"0,417246175",79000-79999
Civilekonom/ekonom,Privat,"10,01390821",>=80000
Civilekonom/ekonom,Offentlig,"1,821074965",<26000
Civilekonom/ekonom,Offentlig,"1,538189533",26000-26999
Civilekonom/ekonom,Offentlig,"1,997878359",27000-27999
Civilekonom/ekonom,Offentlig,"2,280763791",28000-28999
Civilekonom/ekonom,Offentlig,"2,669731259",29000-29999
Civilekonom/ekonom,Offentlig,"3,058698727",30000-30999
Civilekonom/ekonom,Offentlig,"3,571428571",31000-31999
Civilekonom/ekonom,Offentlig,"3,748231966",32000-32999
Civilekonom/ekonom,Offentlig,"3,60678925",33000-33999
Civilekonom/ekonom,Offentlig,"4,013437058",34000-34999
Civilekonom/ekonom,Offentlig,"4,349363508",35000-35999
Civilekonom/ekonom,Offentlig,"4,490806223",36000-36999
Civilekonom/ekonom,Offentlig,"4,349363508",37000-37999
Civilekonom/ekonom,Offentlig,"4,93281471",38000-38999
Civilekonom/ekonom,Offentlig,"3,465346535",39000-39999
Civilekonom/ekonom,Offentlig,"4,543847242",40000-40999
Civilekonom/ekonom,Offentlig,"3,518387553",41000-41999
Civilekonom/ekonom,Offentlig,"3,589108911",42000-42999
Civilekonom/ekonom,Offentlig,"3,111739745",43000-43999
Civilekonom/ekonom,Offentlig,"3,182461103",44000-44999
Civilekonom/ekonom,Offentlig,"3,164780764",45000-45999
Civilekonom/ekonom,Offentlig,"2,687411598",46000-46999
Civilekonom/ekonom,Offentlig,"2,050919378",47000-47999
Civilekonom/ekonom,Offentlig,"2,351485149",48000-48999
Civilekonom/ekonom,Offentlig,"1,856435644",49000-49999
Civilekonom/ekonom,Offentlig,"2,103960396",50000-50999
Civilekonom/ekonom,Offentlig,"1,520509194",51000-51999
Civilekonom/ekonom,Offentlig,"1,679632249",52000-52999
Civilekonom/ekonom,Offentlig,"1,113861386",53000-53999
Civilekonom/ekonom,Offentlig,"1,113861386",54000-54999
Civilekonom/ekonom,Offentlig,"1,343705799",55000-55999
Civilekonom/ekonom,Offentlig,"1,113861386",56000-56999
Civilekonom/ekonom,Offentlig,"0,937057992",57000-57999
Civilekonom/ekonom,Offentlig,"0,707213579",58000-58999
Civilekonom/ekonom,Offentlig,"0,760254597",59000-59999
Civilekonom/ekonom,Offentlig,"0,848656294",60000-60999
Civilekonom/ekonom,Offentlig,"0,459688826",61000-61999
Civilekonom/ekonom,Offentlig,"0,601131542",62000-62999
Civilekonom/ekonom,Offentlig,"0,459688826",63000-63999
Civilekonom/ekonom,Offentlig,"0,247524752",64000-64999
Civilekonom/ekonom,Offentlig,"0,548090523",65000-65999
Civilekonom/ekonom,Offentlig,"0,212164074",66000-66999
Civilekonom/ekonom,Offentlig,"0,300565771",67000-67999
Civilekonom/ekonom,Offentlig,"0,388967468",68000-68999
Civilekonom/ekonom,Offentlig,"0,424328147",69000-69999
Civilekonom/ekonom,Offentlig,"3,164780764",>=70000
Arbetsterapeut,Privat,"3,281519862",< 25000
Arbetsterapeut,Privat,"5,008635579",25000-25999
Arbetsterapeut,Privat,"7,599309154",26000-26999
Arbetsterapeut,Privat,"9,844559585",27000-27999
Arbetsterapeut,Privat,"9,499136442",28000-28999
Arbetsterapeut,Privat,"12,7806563",29000-29999
Arbetsterapeut,Privat,"12,60794473",30000-30999
Arbetsterapeut,Privat,"8,462867012",31000-31999
Arbetsterapeut,Privat,"8,117443869",32000-32999
Arbetsterapeut,Privat,"5,526770294",33000-33999
Arbetsterapeut,Privat,"3,10880829",34000-34999
Arbetsterapeut,Privat,"3,799654577",35000-35999
Arbetsterapeut,Privat,"1,554404145",36000-36999
Arbetsterapeut,Privat,"1,727115717",37000-37999
Arbetsterapeut,Privat,"1,03626943",38000-38999
Arbetsterapeut,Privat,"0,863557858",39000-39999
Arbetsterapeut,Privat,"1,208981002",40000-40999
Arbetsterapeut,Privat,"0,690846287",41000-41999
Arbetsterapeut,Privat,"3,281519862",>=42000
Arbetsterapeut,Offentlig,"5,244444444",< 25000
Arbetsterapeut,Offentlig,"6,115555556",25000-25999
Arbetsterapeut,Offentlig,"8,017777778",26000-26999
Arbetsterapeut,Offentlig,"11,07555556",27000-27999
Arbetsterapeut,Offentlig,"13,31555556",28000-28999
Arbetsterapeut,Offentlig,"14,09777778",29000-29999
Arbetsterapeut,Offentlig,"11,68",30000-30999
Arbetsterapeut,Offentlig,"8,764444444",31000-31999
Arbetsterapeut,Offentlig,"5,902222222",32000-32999
Arbetsterapeut,Offentlig,"3,431111111",33000-33999
Arbetsterapeut,Offentlig,"2,204444444",34000-34999
Arbetsterapeut,Offentlig,"1,653333333",35000-35999
Arbetsterapeut,Offentlig,"1,351111111",36000-36999
Arbetsterapeut,Offentlig,"0,924444444",37000-37999
Arbetsterapeut,Offentlig,"0,888888889",38000-38999
Arbetsterapeut,Offentlig,"0,853333333",39000-39999
Arbetsterapeut,Offentlig,"0,835555556",40000-40999
Arbetsterapeut,Offentlig,"0,497777778",41000-41999
Arbetsterapeut,Offentlig,"3,146666667",>=42000
Jurist,Privat,"2,346570397",<27000
Jurist,Privat,"1,371841155",27000-27999
Jurist,Privat,"1,588447653",28000-28999
Jurist,Privat,"1,805054152",29000-29999
Jurist,Privat,"2,779783394",30000-30999
Jurist,Privat,"2,129963899",31000-31999
Jurist,Privat,"2,38267148",32000-32999
Jurist,Privat,"2,38267148",33000-33999
Jurist,Privat,"2,310469314",34000-34999
Jurist,Privat,"3,032490975",35000-35999
Jurist,Privat,"2,166064982",36000-36999
Jurist,Privat,"2,527075812",37000-37999
Jurist,Privat,"2,924187726",38000-38999
Jurist,Privat,"2,238267148",39000-39999
Jurist,Privat,"2,888086643",40000-40999
Jurist,Privat,"1,444043321",41000-41999
Jurist,Privat,"1,985559567",42000-42999
Jurist,Privat,"1,949458484",43000-43999
Jurist,Privat,"1,877256318",44000-44999
Jurist,Privat,"2,671480144",45000-45999
Jurist,Privat,"1,624548736",46000-46999
Jurist,Privat,"2,310469314",47000-47999
Jurist,Privat,"1,805054152",48000-48999
Jurist,Privat,"1,624548736",49000-49999
Jurist,Privat,"2,490974729",50000-50999
Jurist,Privat,"1,55234657",51000-51999
Jurist,Privat,"1,588447653",52000-52999
Jurist,Privat,"1,588447653",53000-53999
Jurist,Privat,"1,696750903",54000-54999
Jurist,Privat,"2,129963899",55000-55999
Jurist,Privat,"1,407942238",56000-56999
Jurist,Privat,"1,407942238",57000-57999
Jurist,Privat,"1,046931408",58000-58999
Jurist,Privat,"1,083032491",59000-59999
Jurist,Privat,"1,877256318",60000-60999
Jurist,Privat,"1,263537906",61000-61999
Jurist,Privat,"0,974729242",62000-62999
Jurist,Privat,"1,263537906",63000-63999
Jurist,Privat,"0,794223827",64000-64999
Jurist,Privat,"1,660649819",65000-65999
Jurist,Privat,"1,119133574",66000-66999
Jurist,Privat,"0,974729242",67000-67999
Jurist,Privat,"0,794223827",68000-68999
Jurist,Privat,"0,938628159",69000-69999
Jurist,Privat,"1,732851986",70000-70999
Jurist,Privat,"0,866425993",71000-71999
Jurist,Privat,"0,83032491",72000-72999
Jurist,Privat,"0,83032491",73000-73999
Jurist,Privat,"0,433212996",74000-74999
Jurist,Privat,"1,083032491",75000-75999
Jurist,Privat,"0,685920578",76000-76999
Jurist,Privat,"1,155234657",77000-77999
Jurist,Privat,"0,613718412",78000-78999
Jurist,Privat,"0,288808664",79000-79999
Jurist,Privat,"11,66064982",>=80000
Jurist,Offentlig,"2,973425014",<26000
Jurist,Offentlig,"2,118565322",26000-26999
Jurist,Offentlig,"4,961902992",27000-27999
Jurist,Offentlig,"3,084928452",28000-28999
Jurist,Offentlig,"2,527411262",29000-29999
Jurist,Offentlig,"2,490243449",30000-30999
Jurist,Offentlig,"4,014123769",31000-31999
Jurist,Offentlig,"2,917673295",32000-32999
Jurist,Offentlig,"2,99200892",33000-33999
Jurist,Offentlig,"2,936257201",34000-34999
Jurist,Offentlig,"2,973425014",35000-35999
Jurist,Offentlig,"3,846868612",36000-36999
Jurist,Offentlig,"3,066344546",37000-37999
Jurist,Offentlig,"3,493774391",38000-38999
Jurist,Offentlig,"2,954841108",39000-39999
Jurist,Offentlig,"2,620330794",40000-40999
Jurist,Offentlig,"2,750418138",41000-41999
Jurist,Offentlig,"2,545995168",42000-42999
Jurist,Offentlig,"3,010592827",43000-43999
Jurist,Offentlig,"2,769002044",44000-44999
Jurist,Offentlig,"3,029176733",45000-45999
Jurist,Offentlig,"2,527411262",46000-46999
Jurist,Offentlig,"2,23006876",47000-47999
Jurist,Offentlig,"1,951310165",48000-48999
Jurist,Offentlig,"1,616799851",49000-49999
Jurist,Offentlig,"1,542464226",50000-50999
Jurist,Offentlig,"1,338041256",51000-51999
Jurist,Offentlig,"1,040698755",52000-52999
Jurist,Offentlig,"1,189370006",53000-53999
Jurist,Offentlig,"1,11503438",54000-54999
Jurist,Offentlig,"1,040698755",55000-55999
Jurist,Offentlig,"0,892027504",56000-56999
Jurist,Offentlig,"1,059282661",57000-57999
Jurist,Offentlig,"1,263705631",58000-58999
Jurist,Offentlig,"1,300873444",59000-59999
Jurist,Offentlig,"2,007061884",60000-60999
Jurist,Offentlig,"1,579632039",61000-61999
Jurist,Offentlig,"1,635383758",62000-62999
Jurist,Offentlig,"1,356625163",63000-63999
Jurist,Offentlig,"0,873443598",64000-64999
Jurist,Offentlig,"0,631852815",65000-65999
Jurist,Offentlig,"0,613268909",66000-66999
Jurist,Offentlig,"0,55751719",67000-67999
Jurist,Offentlig,"0,464597658",68000-68999
Jurist,Offentlig,"0,35309422",69000-69999
Jurist,Offentlig,"0,613268909",70000-70999
Jurist,Offentlig,"0,501765471",71000-71999
Jurist,Offentlig,"0,483181565",72000-72999
Jurist,Offentlig,"0,260174689",73000-73999
Jurist,Offentlig,"0,278758595",74000-74999
Jurist,Offentlig,"0,185839063",75000-75999
Jurist,Offentlig,"0,260174689",76000-76999
Jurist,Offentlig,"3,159264077",>=77000
Psykolog,Privat,"2,755267423",<27000
Psykolog,Privat,"0,810372771",27000-27999
Psykolog,Privat,"2,593192869",28000-28999
Psykolog,Privat,"2,593192869",29000-29999
Psykolog,Privat,"1,944894652",30000-30999
Psykolog,Privat,"0,972447326",31000-31999
Psykolog,Privat,"2,755267423",32000-32999
Psykolog,Privat,"3,079416532",33000-33999
Psykolog,Privat,"5,6726094",34000-34999
Psykolog,Privat,"6,482982172",35000-35999
Psykolog,Privat,"11,02106969",36000-36999
Psykolog,Privat,"11,66936791",37000-37999
Psykolog,Privat,"8,589951378",38000-38999
Psykolog,Privat,"6,80713128",39000-39999
Psykolog,Privat,"7,293354943",40000-40999
Psykolog,Privat,"5,186385737",41000-41999
Psykolog,Privat,"5,348460292",42000-42999
Psykolog,Privat,"2,593192869",43000-43999
Psykolog,Privat,"0,648298217",44000-44999
Psykolog,Privat,"2,431118314",45000-45999
Psykolog,Privat,"1,620745543",46000-46999
Psykolog,Privat,"0,972447326",47000-47999
Psykolog,Privat,"1,296596434",48000-48999
Psykolog,Privat,"0,162074554",49000-49999
Psykolog,Privat,"0,648298217",50000-50999
Psykolog,Privat,"0,162074554",51000-51999
Psykolog,Privat,"0,486223663",52000-52999
Psykolog,Privat,"0,324149109",53000-53999
Psykolog,Privat,"3,079416532",>=54000
Psykolog,Offentlig,"1,897256276",<26000
Psykolog,Offentlig,"2,772913018",26000-26999
Psykolog,Offentlig,"1,430239346",27000-27999
Psykolog,Offentlig,"1,546993579",28000-28999
Psykolog,Offentlig,"2,422650321",29000-29999
Psykolog,Offentlig,"2,335084647",30000-30999
Psykolog,Offentlig,"2,918855809",31000-31999
Psykolog,Offentlig,"5,166374781",32000-32999
Psykolog,Offentlig,"5,750145943",33000-33999
Psykolog,Offentlig,"7,676590776",34000-34999
Psykolog,Offentlig,"8,552247519",35000-35999
Psykolog,Offentlig,"8,260361938",36000-36999
Psykolog,Offentlig,"7,910099241",37000-37999
Psykolog,Offentlig,"8,08523059",38000-38999
Psykolog,Offentlig,"6,450671337",39000-39999
Psykolog,Offentlig,"6,392294221",40000-40999
Psykolog,Offentlig,"4,845300642",41000-41999
Psykolog,Offentlig,"3,940455342",42000-42999
Psykolog,Offentlig,"2,276707531",43000-43999
Psykolog,Offentlig,"1,634559253",44000-44999
Psykolog,Offentlig,"1,634559253",45000-45999
Psykolog,Offentlig,"1,138353765",46000-46999
Psykolog,Offentlig,"0,700525394",47000-47999
Psykolog,Offentlig,"0,875656743",48000-48999
Psykolog,Offentlig,"3,385872738",>=49000
Civilingenjör,Privat,"2,95971499",<30000
Civilingenjör,Privat,"2,022970179",30000-30999
Civilingenjör,Privat,"2,005530781",31000-31999
Civilingenjör,Privat,"2,065323003",32000-32999
Civilingenjör,Privat,"2,302000548",33000-33999
Civilingenjör,Privat,"2,359301428",34000-34999
Civilingenjör,Privat,"2,723037445",35000-35999
Civilingenjör,Privat,"2,700615362",36000-36999
Civilingenjör,Privat,"2,792795037",37000-37999
Civilingenjör,Privat,"3,059368694",38000-38999
Civilingenjör,Privat,"2,800269065",39000-39999
